zipcode,zone,city,state,latitude,longitude,trange
00705,12b,AIBONITO,PR,18.14,-66.26,55 to 60
00610,12b,ANASCO,PR,18.28,-67.14,55 to 60
00612,12b,ARECIBO,PR,18.45,-66.73,55 to 60
00601,11b,ADJUNTAS,PR,18.16,-66.72,45 to 50
00602,12b,AGUADA,PR,18.38,-67.18,55 to 60
00603,13a,AGUADILLA,PR,18.43,-67.15,60 to 65
00703,12b,AGUAS BUENAS,PR,18.25,-66.1,55 to 60
00704,13a,AGUIRRE,PR,17.96,-66.22,60 to 65
07675,7a,WESTWOOD,NJ,40.98,-74.03,0 to 5
07677,7a,WOODCLIFF LAKE,NJ,41.02,-74.05,0 to 5
07885,6a,WHARTON,NJ,40.89,-74.58,-10 to -5
07981,6b,WHIPPANY,NJ,40.82,-74.41,-5 to 0
07999,6b,WHIPPANY,NJ,40.82,-74.41,-5 to 0
08889,6b,WHITEHOUSE STATION,NJ,40.6,-74.76,-5 to 0
07095,7a,WOODBRIDGE,NJ,40.55,-74.28,0 to 5
07481,6b,WYCKOFF,NJ,40.99,-74.16,-5 to 0
10451,7b,BRONX,NY,40.84,-73.87,5 to 10
10452,7b,BRONX,NY,40.84,-73.87,5 to 10
10453,7a,BRONX,NY,40.84,-73.87,0 to 5
10454,7b,BRONX,NY,40.84,-73.87,5 to 10
10455,7b,BRONX,NY,40.84,-73.87,5 to 10
10456,7b,BRONX,NY,40.84,-73.87,5 to 10
10457,7a,BRONX,NY,40.84,-73.87,0 to 5
10458,7a,BRONX,NY,40.84,-73.87,0 to 5
10459,7b,BRONX,NY,40.84,-73.87,5 to 10
10460,7a,BRONX,NY,40.84,-73.87,0 to 5
10461,7b,BRONX,NY,40.84,-73.87,5 to 10
10462,7b,BRONX,NY,40.84,-73.87,5 to 10
10463,7a,BRONX,NY,40.84,-73.87,0 to 5
10464,7a,BRONX,NY,40.84,-73.87,0 to 5
10465,7b,BRONX,NY,40.84,-73.87,5 to 10
10466,7a,BRONX,NY,40.84,-73.87,0 to 5
10467,7a,BRONX,NY,40.84,-73.87,0 to 5
10468,7a,BRONX,NY,40.84,-73.87,0 to 5
10469,7a,BRONX,NY,40.84,-73.87,0 to 5
10470,7a,BRONX,NY,40.84,-73.87,0 to 5
10471,7a,BRONX,NY,40.84,-73.87,0 to 5
10472,7b,BRONX,NY,40.84,-73.87,5 to 10
10473,7b,BRONX,NY,40.84,-73.87,5 to 10
10474,7b,BRONX,NY,40.84,-73.87,5 to 10
10475,7a,BRONX,NY,40.84,-73.87,0 to 5
10001,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10002,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10003,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10004,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10005,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10006,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10007,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10009,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10010,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10011,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10012,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10013,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10014,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10016,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10017,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10018,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10019,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10020,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10021,7b,NEW YORK,NY,40.77,-73.95,5 to 10
10022,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10023,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10024,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10025,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10026,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10027,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10028,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10029,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10030,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10031,7b,NEW YORK,NY,40.71,-73.99,5 to 10
10032,7a,NEW YORK,NY,40.71,-73.99,0 to 5
10033,7a,NEW YORK,NY,40.71,-73.99,0 to 5
10034,7a,NEW YORK,NY,40.71,-73.99,0 to 5
00714,13a,ARROYO,PR,17.97,-66.06,60 to 65
00616,12b,BAJADERO,PR,18.4,-66.66,55 to 60
00617,13a,BARCELONETA,PR,18.45,-66.53,60 to 65
00794,12a,BARRANQUITAS,PR,18.18,-66.3,50 to 55
00622,12b,BOQUERON,PR,17.99,-67.15,55 to 60
00623,12b,CABO ROJO,PR,18.08,-67.14,55 to 60
00627,12b,CAMUY,PR,18.48,-66.84,55 to 60
00729,13a,CANOVANAS,PR,18.37,-65.9,60 to 65
00979,13b,CAROLINA,PR,18.4,-65.98,65 to 70
00982,13b,CAROLINA,PR,18.4,-65.98,65 to 70
00983,13b,CAROLINA,PR,18.4,-65.98,65 to 70
00985,13b,CAROLINA,PR,18.4,-65.98,65 to 70
00987,13b,CAROLINA,PR,18.4,-65.98,65 to 70
00736,12a,CAYEY,PR,18.11,-66.16,50 to 55
00739,12b,CIDRA,PR,18.17,-66.15,55 to 60
00769,12b,COAMO,PR,18.08,-66.36,55 to 60
00782,12b,COMERIO,PR,18.22,-66.22,55 to 60
00783,12b,COROZAL,PR,18.34,-66.31,55 to 60
00659,12b,HATILLO,PR,18.48,-66.82,55 to 60
00660,12b,HORMIGUEROS,PR,18.14,-67.12,55 to 60
00791,13a,HUMACAO,PR,18.15,-65.81,60 to 65
00662,13a,ISABELA,PR,18.5,-67.02,60 to 65
00664,11b,JAYUYA,PR,18.22,-66.59,45 to 50
00795,12b,JUANA DIAZ,PR,18.05,-66.5,55 to 60
00777,12b,JUNCOS,PR,18.22,-65.91,55 to 60
00728,12b,PONCE,PR,17.98,-66.6,55 to 60
00725,12b,CAGUAS,PR,18.23,-66.03,55 to 60
00727,12b,CAGUAS,PR,18.23,-66.03,55 to 60
00735,13b,CEIBA,PR,18.26,-65.64,65 to 70
00638,12b,CIALES,PR,18.33,-66.47,55 to 60
00780,12b,COTO LAUREL,PR,18.09,-66.57,55 to 60
00646,13a,DORADO,PR,18.47,-66.27,60 to 65
00647,13a,ENSENADA,PR,17.96,-66.94,60 to 65
00738,13a,FAJARDO,PR,18.33,-65.65,60 to 65
00650,12b,FLORIDA,PR,18.36,-66.56,55 to 60
00652,13a,GARROCHALES,PR,18.45,-66.6,60 to 65
00653,13a,GUANICA,PR,17.97,-66.93,60 to 65
00784,13a,GUAYAMA,PR,17.97,-66.11,60 to 65
00656,13a,GUAYANILLA,PR,18.02,-66.79,60 to 65
00965,13a,GUAYNABO,PR,18.38,-66.11,60 to 65
00966,13a,GUAYNABO,PR,18.38,-66.11,60 to 65
00968,13a,GUAYNABO,PR,18.38,-66.11,60 to 65
00969,13a,GUAYNABO,PR,18.38,-66.11,60 to 65
00971,13a,GUAYNABO,PR,18.38,-66.11,60 to 65
00778,12b,GURABO,PR,18.25,-65.97,55 to 60
00667,12b,LAJAS,PR,18.04,-67.06,55 to 60
00669,12b,LARES,PR,18.29,-66.88,55 to 60
00670,12b,LAS MARIAS,PR,18.27,-67.06,55 to 60
00771,12b,LAS PIEDRAS,PR,18.18,-65.86,55 to 60
00934,13a,FORT BUCHANAN,PR,18.41,-66.11,60 to 65
00772,13a,LOIZA,PR,18.43,-65.88,60 to 65
00773,13a,LUQUILLO,PR,18.37,-65.71,60 to 65
00674,13a,MANATI,PR,18.43,-66.48,60 to 65
00606,12b,MARICAO,PR,18.18,-66.98,55 to 60
00707,13a,MAUNABO,PR,18,-65.9,60 to 65
00680,12b,MAYAGUEZ,PR,18.2,-67.14,55 to 60
00682,12b,MAYAGUEZ,PR,18.2,-67.14,55 to 60
00715,13a,MERCEDITA,PR,18,-66.56,60 to 65
00676,12b,MOCA,PR,18.39,-67.11,55 to 60
00687,12b,MOROVIS,PR,18.32,-66.4,55 to 60
00718,13a,NAGUABO,PR,18.21,-65.73,60 to 65
00719,12b,NARANJITO,PR,18.3,-66.24,55 to 60
00720,12a,OROCOVIS,PR,18.22,-66.39,50 to 55
00723,13a,PATILLAS,PR,18,-66.01,60 to 65
00624,13a,PENUELAS,PR,18.06,-66.72,60 to 65
00716,13a,PONCE,PR,17.98,-66.6,60 to 65
00717,13a,PONCE,PR,17.98,-66.6,60 to 65
00730,13a,PONCE,PR,17.98,-66.6,60 to 65
00731,13a,PONCE,PR,17.98,-66.6,60 to 65
00740,13a,PUERTO REAL,PR,18.33,-65.63,60 to 65
00741,13a,PUNTA SANTIAGO,PR,18.15,-65.76,60 to 65
00678,13a,QUEBRADILLAS,PR,18.47,-66.93,60 to 65
00677,13a,RINCON,PR,18.34,-67.25,60 to 65
00745,13a,RIO GRANDE,PR,18.38,-65.83,60 to 65
00637,12b,SABANA GRANDE,PR,18.08,-66.96,55 to 60
00688,12b,SABANA HOYOS,PR,18.38,-66.62,55 to 60
00952,13a,SABANA SECA,PR,18.42,-66.19,60 to 65
00751,13a,SALINAS,PR,17.97,-66.29,60 to 65
00690,13a,SAN ANTONIO,PR,18.49,-67.09,60 to 65
00683,12a,SAN GERMAN,PR,18.08,-67.04,50 to 55
00901,13b,SAN JUAN,PR,18.4,-66.06,65 to 70
00907,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00909,13a,SAN JUAN,PR,18.44,-66.06,60 to 65
00911,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00912,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00913,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00915,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00917,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00918,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00920,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00921,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00923,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00924,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00925,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00926,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00927,13a,SAN JUAN,PR,18.4,-66.06,60 to 65
00956,12b,BAYAMON,PR,18.28,-66.13,55 to 60
00957,12b,BAYAMON,PR,18.28,-66.13,55 to 60
00959,12b,BAYAMON,PR,18.28,-66.13,55 to 60
02478,6b,BELMONT,MA,42.39,-71.18,-5 to 0
02445,6b,BROOKLINE,MA,42.32,-71.14,-5 to 0
02446,6b,BROOKLINE,MA,42.32,-71.14,-5 to 0
02420,6a,LEXINGTON,MA,42.44,-71.23,-10 to -5
02421,6a,LEXINGTON,MA,42.44,-71.23,-10 to -5
02492,6b,NEEDHAM,MA,42.28,-71.24,-5 to 0
02494,6b,NEEDHAM HEIGHTS,MA,42.28,-71.24,-5 to 0
02458,6b,NEWTON,MA,42.33,-71.2,-5 to 0
02459,6b,NEWTON CENTER,MA,42.31,-71.19,-5 to 0
02460,6b,NEWTONVILLE,MA,42.35,-71.2,-5 to 0
02461,6b,NEWTON HIGHLANDS,MA,42.31,-71.2,-5 to 0
02462,6b,NEWTON LOWER FALLS,MA,42.33,-71.25,-5 to 0
02464,6b,NEWTON UPPER FALLS,MA,42.31,-71.22,-5 to 0
02465,6b,WEST NEWTON,MA,42.35,-71.22,-5 to 0
02466,6b,AUBURNDALE,MA,42.34,-71.24,-5 to 0
00961,12b,BAYAMON,PR,18.41,-66.15,55 to 60
00962,13b,CATANO,PR,18.43,-66.11,65 to 70
00976,13a,TRUJILLO ALTO,PR,18.36,-66.01,60 to 65
00754,12b,SAN LORENZO,PR,18.19,-65.96,55 to 60
00685,12b,SAN SEBASTIAN,PR,18.33,-66.99,55 to 60
00757,13a,SANTA ISABEL,PR,17.97,-66.4,60 to 65
00953,13a,TOA ALTA,PR,18.39,-66.25,60 to 65
00949,13a,TOA BAJA,PR,18.44,-66.25,60 to 65
00641,12a,UTUADO,PR,18.27,-66.7,50 to 55
00692,13a,VEGA ALTA,PR,18.41,-66.32,60 to 65
00693,13a,VEGA BAJA,PR,18.44,-66.39,60 to 65
00765,13a,VIEQUES,PR,18.42,-65.83,60 to 65
00766,12b,VILLALBA,PR,18.13,-66.48,55 to 60
00767,13a,YABUCOA,PR,18.04,-65.87,60 to 65
00698,12b,YAUCO,PR,18.03,-66.86,55 to 60
02467,6b,CHESTNUT HILL,MA,42.31,-71.16,-5 to 0
02468,6b,WABAN,MA,42.32,-71.23,-5 to 0
02451,6a,WALTHAM,MA,42.38,-71.24,-10 to -5
02452,6b,WALTHAM,MA,42.38,-71.24,-5 to 0
02453,6b,WALTHAM,MA,42.38,-71.24,-5 to 0
02472,6b,WATERTOWN,MA,42.36,-71.17,-5 to 0
02481,6b,WELLESLEY HILLS,MA,42.31,-71.27,-5 to 0
02482,6a,WELLESLEY,MA,42.3,-71.28,-10 to -5
02493,6a,WESTON,MA,42.36,-71.26,-10 to -5
02184,6b,BRAINTREE,MA,42.2,-71,-5 to 0
02186,6b,MILTON,MA,42.24,-71.08,-5 to 0
02169,6b,QUINCY,MA,42.26,-71,-5 to 0
02170,6b,QUINCY,MA,42.26,-71,-5 to 0
02171,6b,QUINCY,MA,42.26,-71,-5 to 0
02188,6b,WEYMOUTH,MA,42.2,-70.94,-5 to 0
02189,6b,EAST WEYMOUTH,MA,42.2,-70.94,-5 to 0
02190,6b,SOUTH WEYMOUTH,MA,42.2,-70.94,-5 to 0
02191,6b,NORTH WEYMOUTH,MA,42.2,-70.94,-5 to 0
01718,6a,VILLAGE OF NAGOG WOODS,MA,42.51,-71.41,-10 to -5
01719,6a,BOXBOROUGH,MA,42.5,-71.5,-10 to -5
01720,6a,ACTON,MA,42.48,-71.46,-10 to -5
02474,6b,ARLINGTON,MA,42.41,-71.16,-5 to 0
02476,6b,ARLINGTON,MA,42.41,-71.16,-5 to 0
02150,6b,CHELSEA,MA,42.39,-71.03,-5 to 0
02149,6b,EVERETT,MA,42.4,-71.05,-5 to 0
02152,7a,WINTHROP,MA,42.37,-70.98,0 to 5
02151,6b,REVERE,MA,42.41,-70.99,-5 to 0
02148,6b,MALDEN,MA,42.43,-71.05,-5 to 0
02176,6b,MELROSE,MA,42.45,-71.05,-5 to 0
02155,6b,MEDFORD,MA,42.42,-71.1,-5 to 0
02143,6b,SOMERVILLE,MA,42.39,-71.1,-5 to 0
02144,6b,SOMERVILLE,MA,42.39,-71.1,-5 to 0
02145,6b,SOMERVILLE,MA,42.39,-71.1,-5 to 0
02180,6b,STONEHAM,MA,42.47,-71.09,-5 to 0
01913,6a,AMESBURY,MA,42.85,-70.92,-10 to -5
01810,6a,ANDOVER,MA,42.65,-71.14,-10 to -5
02054,6a,MILLIS,MA,42.16,-71.35,-10 to -5
01529,6a,MILLVILLE,MA,42.03,-71.58,-10 to -5
02554,7b,NANTUCKET,MA,41.27,-70.1,5 to 10
01760,6a,NATICK,MA,42.28,-71.35,-10 to -5
01531,5b,NEW BRAINTREE,MA,42.31,-72.13,-15 to -10
01950,6b,NEWBURYPORT,MA,42.81,-70.88,-5 to 0
01951,6b,NEWBURY,MA,42.8,-71,-5 to 0
01952,6a,SALISBURY,MA,42.83,-70.84,-10 to -5
02056,6a,NORFOLK,MA,42.11,-71.31,-10 to -5
02351,6b,ABINGTON,MA,42.11,-70.95,-5 to 0
01862,6a,NORTH BILLERICA,MA,42.57,-71.29,-10 to -5
01532,6a,NORTHBOROUGH,MA,42.31,-71.64,-10 to -5
01534,6a,NORTHBRIDGE,MA,42.15,-71.65,-10 to -5
01535,6a,NORTH BROOKFIELD,MA,42.27,-72.08,-10 to -5
02650,7b,NORTH CHATHAM,MA,41.7,-69.95,5 to 10
01863,6a,NORTH CHELMSFORD,MA,42.63,-71.39,-10 to -5
02356,6b,NORTH EASTON,MA,42.05,-71.1,-5 to 0
02556,7a,NORTH FALMOUTH,MA,41.64,-70.63,0 to 5
01536,6a,NORTH GRAFTON,MA,42.23,-71.69,-10 to -5
01537,5b,NORTH OXFORD,MA,42.16,-71.88,-15 to -10
01864,6a,NORTH READING,MA,42.56,-71.06,-10 to -5
01430,5b,ASHBURNHAM,MA,42.63,-71.9,-15 to -10
01431,5b,ASHBY,MA,42.68,-71.81,-15 to -10
01721,6a,ASHLAND,MA,42.25,-71.46,-10 to -5
01501,5b,AUBURN,MA,42.2,-71.83,-15 to -10
02322,6b,AVON,MA,42.11,-71.03,-5 to 0
01432,5b,AYER,MA,42.56,-71.58,-15 to -10
01434,5b,DEVENS,MA,42.53,-71.61,-15 to -10
01436,5a,BALDWINVILLE,MA,42.6,-72.07,-20 to -15
02630,7a,BARNSTABLE,MA,41.7,-70.3,0 to 5
01730,6a,BEDFORD,MA,42.48,-71.26,-10 to -5
01731,6a,HANSCOM AFB,MA,42.46,-71.28,-10 to -5
02019,6a,BELLINGHAM,MA,42.09,-71.47,-10 to -5
01503,6a,BERLIN,MA,42.38,-71.63,-10 to -5
01915,6b,BEVERLY,MA,42.55,-70.84,-5 to 0
01821,6a,BILLERICA,MA,42.55,-71.26,-10 to -5
01504,6a,BLACKSTONE,MA,42.01,-71.5,-10 to -5
01740,6a,BOLTON,MA,42.43,-71.6,-10 to -5
02108,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02109,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02110,7a,BOSTON,MA,42.35,-71.06,0 to 5
02111,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02113,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02114,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02115,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02116,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02118,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02119,6b,ROXBURY,MA,42.35,-71.06,-5 to 0
02120,6b,ROXBURY CROSSING,MA,42.35,-71.06,-5 to 0
02121,6b,DORCHESTER,MA,42.35,-71.06,-5 to 0
02122,6b,DORCHESTER,MA,42.35,-71.06,-5 to 0
02124,6b,DORCHESTER CENTER,MA,42.35,-71.06,-5 to 0
02125,6b,DORCHESTER,MA,42.35,-71.06,-5 to 0
02126,6b,MATTAPAN,MA,42.26,-71.1,-5 to 0
02127,7a,BOSTON,MA,42.35,-71.06,0 to 5
02128,7a,BOSTON,MA,42.35,-71.06,0 to 5
02129,6b,CHARLESTOWN,MA,42.38,-71.06,-5 to 0
02130,6b,JAMAICA PLAIN,MA,42.3,-71.11,-5 to 0
02131,6b,ROSLINDALE,MA,42.28,-71.13,-5 to 0
02132,6b,WEST ROXBURY,MA,42.28,-71.16,-5 to 0
02133,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02134,6b,ALLSTON,MA,42.35,-71.13,-5 to 0
02135,6b,BRIGHTON,MA,42.35,-71.15,-5 to 0
02136,6b,HYDE PARK,MA,42.26,-71.11,-5 to 0
02163,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02199,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02203,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02210,7a,BOSTON,MA,42.35,-71.06,0 to 5
02215,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02222,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02283,6b,BOSTON,MA,42.35,-71.06,-5 to 0
02284,6b,BOSTON,MA,42.35,-71.06,-5 to 0
01921,6a,BOXFORD,MA,42.67,-70.98,-10 to -5
01505,6a,BOYLSTON,MA,42.35,-71.73,-10 to -5
02631,7a,BREWSTER,MA,41.76,-70.08,0 to 5
02324,6b,BRIDGEWATER,MA,41.98,-70.97,-5 to 0
02301,6b,BROCKTON,MA,42.08,-71.02,-5 to 0
02302,6b,BROCKTON,MA,42.08,-71.02,-5 to 0
01506,5b,BROOKFIELD,MA,42.21,-72.1,-15 to -10
01803,6a,BURLINGTON,MA,42.5,-71.2,-10 to -5
02532,6b,BUZZARDS BAY,MA,41.75,-70.61,-5 to 0
02542,7a,BUZZARDS BAY,MA,41.75,-70.61,0 to 5
01922,6a,BYFIELD,MA,42.75,-70.93,-10 to -5
02138,6b,CAMBRIDGE,MA,42.37,-71.11,-5 to 0
02139,6b,CAMBRIDGE,MA,42.37,-71.11,-5 to 0
02140,6b,CAMBRIDGE,MA,42.37,-71.11,-5 to 0
02141,6b,CAMBRIDGE,MA,42.37,-71.11,-5 to 0
02142,6b,CAMBRIDGE,MA,42.37,-71.11,-5 to 0
02021,6b,CANTON,MA,42.15,-71.13,-5 to 0
01741,6a,CARLISLE,MA,42.53,-71.35,-10 to -5
02330,6b,CARVER,MA,41.88,-70.76,-5 to 0
02632,7a,CENTERVILLE,MA,41.66,-70.34,0 to 5
01507,6a,CHARLTON,MA,42.13,-71.96,-10 to -5
02633,7a,CHATHAM,MA,41.67,-69.96,0 to 5
01824,6a,CHELMSFORD,MA,42.59,-71.36,-10 to -5
02535,7a,CHILMARK,MA,41.34,-70.74,0 to 5
01510,6a,CLINTON,MA,42.41,-71.68,-10 to -5
02025,6b,COHASSET,MA,42.23,-70.8,-5 to 0
01742,6a,CONCORD,MA,42.45,-71.35,-10 to -5
02635,7a,COTUIT,MA,41.62,-70.44,0 to 5
02061,6b,NORWELL,MA,42.16,-70.78,-5 to 0
02062,6b,NORWOOD,MA,42.18,-71.19,-5 to 0
02557,7a,OAK BLUFFS,MA,41.45,-70.56,0 to 5
02653,7a,ORLEANS,MA,41.79,-70,0 to 5
02655,7a,OSTERVILLE,MA,41.62,-70.38,0 to 5
01540,5b,OXFORD,MA,42.11,-71.87,-15 to -10
01960,6b,PEABODY,MA,42.53,-70.97,-5 to 0
02359,6b,PEMBROKE,MA,42.06,-70.8,-5 to 0
01463,5b,PEPPERELL,MA,42.66,-71.58,-15 to -10
02360,6b,PLYMOUTH,MA,41.95,-70.66,-5 to 0
02367,6b,PLYMPTON,MA,41.95,-70.81,-5 to 0
02559,6b,POCASSET,MA,41.69,-70.63,-5 to 0
01541,6a,PRINCETON,MA,42.45,-71.86,-10 to -5
02657,7a,PROVINCETOWN,MA,42.06,-70.2,0 to 5
02368,6b,RANDOLPH,MA,42.17,-71.05,-5 to 0
01867,6a,READING,MA,42.53,-71.1,-10 to -5
01542,6a,ROCHDALE,MA,42.2,-71.9,-10 to -5
02370,6b,ROCKLAND,MA,42.13,-70.91,-5 to 0
01966,6b,ROCKPORT,MA,42.64,-70.61,-5 to 0
01969,6b,ROWLEY,MA,42.71,-70.87,-5 to 0
01543,6a,RUTLAND,MA,42.36,-71.95,-10 to -5
02562,6b,SAGAMORE BEACH,MA,41.79,-70.53,-5 to 0
01970,6b,SALEM,MA,42.51,-70.9,-5 to 0
02563,6b,SANDWICH,MA,41.75,-70.49,-5 to 0
02066,6b,SCITUATE,MA,42.18,-70.73,-5 to 0
02067,6b,SHARON,MA,42.11,-71.18,-5 to 0
01770,6a,SHERBORN,MA,42.23,-71.36,-10 to -5
01464,6a,SHIRLEY,MA,42.54,-71.65,-10 to -5
01545,6a,SHREWSBURY,MA,42.3,-71.71,-10 to -5
01745,6a,FAYVILLE,MA,42.29,-71.5,-10 to -5
01772,6a,SOUTHBOROUGH,MA,42.3,-71.51,-10 to -5
01550,6a,SOUTHBRIDGE,MA,42.08,-72.03,-10 to -5
02659,7a,SOUTH CHATHAM,MA,41.68,-70.02,0 to 5
02660,7a,SOUTH DENNIS,MA,41.7,-70.15,0 to 5
02375,6b,SOUTH EASTON,MA,42.03,-71.1,-5 to 0
01560,6a,SOUTH GRAFTON,MA,42.17,-71.68,-10 to -5
01982,6b,SOUTH HAMILTON,MA,42.62,-70.86,-5 to 0
02071,6a,SOUTH WALPOLE,MA,42.09,-71.27,-10 to -5
02664,7a,SOUTH YARMOUTH,MA,41.67,-70.2,0 to 5
02673,7a,WEST YARMOUTH,MA,41.65,-70.24,0 to 5
01562,6a,SPENCER,MA,42.24,-71.99,-10 to -5
01564,5b,STERLING,MA,42.43,-71.75,-15 to -10
02072,6b,STOUGHTON,MA,42.11,-71.1,-5 to 0
01775,6a,STOW,MA,42.43,-71.5,-10 to -5
01518,6a,FISKDALE,MA,42.12,-72.11,-10 to -5
01566,6a,STURBRIDGE,MA,42.09,-72.06,-10 to -5
01776,6a,SUDBURY,MA,42.36,-71.4,-10 to -5
01590,6a,SUTTON,MA,42.15,-71.76,-10 to -5
01468,5b,TEMPLETON,MA,42.55,-72.06,-15 to -10
01876,6a,TEWKSBURY,MA,42.61,-71.23,-10 to -5
01983,6a,TOPSFIELD,MA,42.63,-70.95,-10 to -5
01469,5b,TOWNSEND,MA,42.66,-71.7,-15 to -10
01474,5b,WEST TOWNSEND,MA,42.66,-71.74,-15 to -10
01879,6a,TYNGSBORO,MA,42.68,-71.41,-10 to -5
01569,6a,UXBRIDGE,MA,42.08,-71.6,-10 to -5
02568,7a,VINEYARD HAVEN,MA,41.45,-70.6,0 to 5
01880,6b,WAKEFIELD,MA,42.5,-71.06,-5 to 0
02081,6b,WALPOLE,MA,42.13,-71.24,-5 to 0
02571,6b,WAREHAM,MA,41.76,-70.71,-5 to 0
01778,6a,WAYLAND,MA,42.36,-71.36,-10 to -5
01570,6a,WEBSTER,MA,42.04,-71.87,-10 to -5
01571,6a,DUDLEY,MA,42.05,-71.93,-10 to -5
02667,7a,WELLFLEET,MA,41.93,-70.03,0 to 5
01923,6b,DANVERS,MA,42.57,-70.95,-5 to 0
02026,6b,DEDHAM,MA,42.24,-71.17,-5 to 0
02638,7a,DENNIS,MA,41.73,-70.2,0 to 5
02639,7a,DENNIS PORT,MA,41.66,-70.13,0 to 5
02030,6b,DOVER,MA,42.24,-71.27,-5 to 0
01826,6a,DRACUT,MA,42.66,-71.3,-10 to -5
01827,5b,DUNSTABLE,MA,42.66,-71.48,-15 to -10
02332,6b,DUXBURY,MA,42.04,-70.67,-5 to 0
02333,6b,EAST BRIDGEWATER,MA,42.03,-70.95,-5 to 0
01515,5b,EAST BROOKFIELD,MA,42.22,-72.04,-15 to -10
01516,6a,DOUGLAS,MA,42.05,-71.73,-10 to -5
02536,7a,EAST FALMOUTH,MA,41.56,-70.55,0 to 5
02642,7a,EASTHAM,MA,41.83,-69.96,0 to 5
02537,6b,EAST SANDWICH,MA,41.73,-70.43,-5 to 0
02032,6b,EAST WALPOLE,MA,42.15,-71.21,-5 to 0
02538,6b,EAST WAREHAM,MA,41.77,-70.64,-5 to 0
02539,7a,EDGARTOWN,MA,41.38,-70.53,0 to 5
01929,6b,ESSEX,MA,42.63,-70.77,-5 to 0
02540,7a,FALMOUTH,MA,41.56,-70.62,0 to 5
02543,7a,WOODS HOLE,MA,41.52,-70.66,0 to 5
01521,6a,HOLLAND,MA,42.05,-72.15,-10 to -5
01420,5b,FITCHBURG,MA,42.58,-71.81,-15 to -10
02644,6b,FORESTDALE,MA,41.68,-70.5,-5 to 0
02035,6a,FOXBORO,MA,42.06,-71.24,-10 to -5
01701,6a,FRAMINGHAM,MA,42.3,-71.43,-10 to -5
01702,6a,FRAMINGHAM,MA,42.3,-71.43,-10 to -5
02038,6a,FRANKLIN,MA,42.08,-71.38,-10 to -5
01440,5b,GARDNER,MA,42.58,-71.98,-15 to -10
01930,6b,GLOUCESTER,MA,42.62,-70.66,-5 to 0
01519,6a,GRAFTON,MA,42.2,-71.68,-10 to -5
01450,5b,GROTON,MA,42.6,-71.57,-15 to -10
02338,6b,HALIFAX,MA,41.98,-70.86,-5 to 0
