zipcode,zone,city,state,latitude,longitude,trange
40202,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40203,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40204,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40205,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40206,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40207,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40208,7a,LOUISVILLE,KY,38.22,-85.74,0 to 5
40209,7a,LOUISVILLE,KY,38.22,-85.74,0 to 5
40210,7a,LOUISVILLE,KY,38.22,-85.74,0 to 5
40211,7a,LOUISVILLE,KY,38.22,-85.74,0 to 5
40212,7a,LOUISVILLE,KY,38.22,-85.74,0 to 5
40213,7a,LOUISVILLE,KY,38.22,-85.74,0 to 5
40214,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40215,7a,LOUISVILLE,KY,38.22,-85.74,0 to 5
40216,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40217,7a,LOUISVILLE,KY,38.22,-85.74,0 to 5
40218,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40219,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40220,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40222,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40223,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40228,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40229,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40241,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40242,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40243,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40245,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40258,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40272,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40291,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
40299,6b,LOUISVILLE,KY,38.22,-85.74,-5 to 0
41231,6b,LOVELY,KY,37.82,-82.45,-5 to 0
41232,6b,LOWMANSVILLE,KY,37.91,-82.71,-5 to 0
41543,6b,MC ANDREWS,KY,37.54,-82.28,-5 to 0
41544,6b,MC CARR,KY,37.59,-82.16,-5 to 0
41558,6b,RANSOM,KY,37.54,-82.2,-5 to 0
40152,6b,MC DANIELS,KY,37.59,-86.4,-5 to 0
41647,6b,MC DOWELL,KY,37.42,-82.74,-5 to 0
42354,6b,MC HENRY,KY,37.37,-86.92,-5 to 0
40447,6a,MC KEE,KY,37.43,-83.98,-10 to -5
41835,6b,MC ROBERTS,KY,37.21,-82.66,-5 to 0
42355,6b,MACEO,KY,37.85,-87,-5 to 0
40040,6b,MACKVILLE,KY,37.73,-85.06,-5 to 0
42431,6b,MADISONVILLE,KY,37.33,-87.5,-5 to 0
42757,6b,MAGNOLIA,KY,37.45,-85.75,-5 to 0
41547,6b,MAJESTIC,KY,37.53,-82.1,-5 to 0
41836,6b,MALLIE,KY,37.3,-82.91,-5 to 0
42259,6b,MAMMOTH CAVE,KY,37.2,-86.1,-5 to 0
40962,6a,MANCHESTER,KY,37.15,-83.76,-10 to -5
42436,7a,MANITOU,KY,37.41,-87.57,0 to 5
42064,7a,MARION,KY,37.33,-88.07,0 to 5
41159,6b,MARTHA,KY,38.01,-82.95,-5 to 0
41649,6b,MARTIN,KY,37.57,-82.75,-5 to 0
40830,6b,GULSTON,KY,36.75,-83.33,-5 to 0
40964,6b,MARY ALICE,KY,36.78,-83.33,-5 to 0
42066,7a,MAYFIELD,KY,36.73,-88.64,0 to 5
41837,6b,MAYKING,KY,37.13,-82.76,-5 to 0
41838,6b,MILLSTONE,KY,37.16,-82.75,-5 to 0
41855,6b,THORNTON,KY,37.15,-82.73,-5 to 0
41234,6b,MEALLY,KY,37.79,-82.73,-5 to 0
40334,6b,HOPE,KY,38.01,-83.77,-5 to 0
40346,6b,MEANS,KY,37.94,-83.76,-5 to 0
42069,7a,MELBER,KY,36.91,-88.75,0 to 5
41612,6b,BYPRO,KY,37.3,-82.7,-5 to 0
41650,6b,MELVIN,KY,37.35,-82.69,-5 to 0
42541,6b,MIDDLEBURG,KY,37.35,-84.81,-5 to 0
40965,6b,MIDDLESBORO,KY,36.61,-83.72,-5 to 0
40347,6b,MIDWAY,KY,38.14,-84.68,-5 to 0
42762,6b,MILLWOOD,KY,37.45,-86.5,-5 to 0
40045,6a,MILTON,KY,38.71,-85.37,-10 to -5
41651,6b,MINNIE,KY,37.47,-82.75,-5 to 0
40856,6b,MIRACLE,KY,36.76,-83.58,-5 to 0
41352,6a,MIZE,KY,37.86,-83.37,-10 to -5
42633,6b,MONTICELLO,KY,36.84,-84.84,-5 to 0
40351,6b,MOREHEAD,KY,38.19,-83.44,-5 to 0
42437,6b,MORGANFIELD,KY,37.68,-87.9,-5 to 0
42261,6b,MORGANTOWN,KY,37.21,-86.7,-5 to 0
40046,6b,MOUNT EDEN,KY,38.03,-85.16,-5 to 0
42157,6b,MOUNT HERMON,KY,36.8,-85.81,-5 to 0
42764,6b,MOUNT SHERMAN,KY,37.43,-85.62,-5 to 0
40353,6b,MOUNT STERLING,KY,38.06,-83.94,-5 to 0
40456,6b,MOUNT VERNON,KY,37.36,-84.34,-5 to 0
40047,6b,MOUNT WASHINGTON,KY,38.04,-85.55,-5 to 0
41839,6b,MOUSIE,KY,37.41,-82.87,-5 to 0
41548,6b,MOUTHCARD,KY,37.38,-82.25,-5 to 0
40155,6b,MULDRAUGH,KY,37.93,-85.99,-5 to 0
42765,6b,MUNFORDVILLE,KY,37.28,-85.89,-5 to 0
42071,7a,MURRAY,KY,36.61,-88.31,0 to 5
42544,6b,NANCY,KY,37.07,-84.75,-5 to 0
41840,6b,NEON,KY,37.21,-82.7,-5 to 0
40050,6b,NEW CASTLE,KY,38.43,-85.17,-5 to 0
42076,7a,NEW CONCORD,KY,36.59,-88.06,0 to 5
40051,6b,NEW HAVEN,KY,37.65,-85.58,-5 to 0
40052,6b,NEW HOPE,KY,37.63,-85.51,-5 to 0
40355,6b,NEW LIBERTY,KY,38.62,-84.89,-5 to 0
40356,6b,NICHOLASVILLE,KY,37.87,-84.58,-5 to 0
42442,6b,NORTONVILLE,KY,37.18,-87.45,-5 to 0
42262,7a,OAK GROVE,KY,36.66,-87.42,0 to 5
42159,6b,OAKLAND,KY,37.04,-86.25,-5 to 0
41238,6b,OIL SPRINGS,KY,37.8,-82.94,-5 to 0
41164,6a,OLIVE HILL,KY,38.3,-83.16,-10 to -5
42265,7a,OLMSTEAD,KY,36.75,-87.01,0 to 5
40358,6b,OLYMPIA,KY,38.09,-83.69,-5 to 0
40972,6b,ONEIDA,KY,37.27,-83.64,-5 to 0
42301,6b,OWENSBORO,KY,37.75,-87.11,-5 to 0
42303,6b,OWENSBORO,KY,37.75,-87.11,-5 to 0
40359,6b,OWENTON,KY,38.53,-84.83,-5 to 0
40360,6b,OWINGSVILLE,KY,38.13,-83.75,-5 to 0
42001,7a,PADUCAH,KY,37.07,-88.63,0 to 5
42003,7a,PADUCAH,KY,37.07,-88.63,0 to 5
40461,6b,PAINT LICK,KY,37.61,-84.41,-5 to 0
41216,6b,EAST POINT,KY,37.74,-82.79,-5 to 0
41240,6b,PAINTSVILLE,KY,37.81,-82.8,-5 to 0
41257,6b,STAMBAUGH,KY,37.88,-82.79,-5 to 0
40361,6b,PARIS,KY,38.2,-84.26,-5 to 0
42160,6b,PARK CITY,KY,37.09,-86.04,-5 to 0
42634,6b,PARKERS LAKE,KY,36.84,-84.48,-5 to 0
40464,6b,PARKSVILLE,KY,37.6,-84.9,-5 to 0
40862,6b,PARTRIDGE,KY,37,-82.89,-5 to 0
40863,7a,PATHFORK,KY,36.75,-83.46,0 to 5
40157,6b,PAYNEVILLE,KY,37.98,-86.31,-5 to 0
42266,6b,PEMBROKE,KY,36.77,-87.35,-5 to 0
40055,6a,PENDLETON,KY,38.48,-85.32,-10 to -5
40468,6b,PERRYVILLE,KY,37.64,-84.95,-5 to 0
40056,6b,PEWEE VALLEY,KY,38.31,-85.48,-5 to 0
41553,6b,PHELPS,KY,37.5,-82.16,-5 to 0
42366,6b,PHILPOT,KY,37.7,-86.93,-5 to 0
41554,6b,PHYLLIS,KY,37.44,-82.33,-5 to 0
41501,7a,PIKEVILLE,KY,37.47,-82.51,0 to 5
41571,6b,VARNEY,KY,37.63,-82.42,-5 to 0
41250,6b,PILGRIM,KY,37.79,-82.42,-5 to 0
42635,6b,PINE KNOT,KY,36.66,-84.43,-5 to 0
41843,6b,PINE TOP,KY,37.27,-82.88,-5 to 0
40977,6b,PINEVILLE,KY,36.76,-83.7,-5 to 0
41555,6b,PINSONFORK,KY,37.54,-82.25,-5 to 0
41844,6b,PIPPA PASSES,KY,37.33,-82.87,-5 to 0
41861,6b,RAVEN,KY,37.4,-82.8,-5 to 0
40036,6b,LOCKPORT,KY,38.43,-84.98,-5 to 0
40057,6b,PLEASUREVILLE,KY,38.35,-85.11,-5 to 0
42367,6b,POWDERLY,KY,37.23,-87.16,-5 to 0
41845,6b,PREMIUM,KY,37.12,-82.91,-5 to 0
41645,6b,LANGLEY,KY,37.53,-82.79,-5 to 0
41653,6b,PRESTONSBURG,KY,37.67,-82.76,-5 to 0
42445,6b,PRINCETON,KY,37.1,-87.88,-5 to 0
41619,6b,DRIFT,KY,37.48,-82.74,-5 to 0
41655,6b,PRINTER,KY,37.53,-82.74,-5 to 0
40059,6b,PROSPECT,KY,38.34,-85.6,-5 to 0
42441,6b,NEBO,KY,37.38,-87.64,-5 to 0
42450,7a,PROVIDENCE,KY,37.39,-87.75,0 to 5
40865,6b,PUTNEY,KY,36.9,-83.22,-5 to 0
41166,6b,QUINCY,KY,38.63,-83.09,-5 to 0
41557,6b,RACCOON,KY,37.49,-82.44,-5 to 0
40160,6b,RADCLIFF,KY,37.82,-85.94,-5 to 0
40060,6b,RAYWICK,KY,37.55,-85.43,-5 to 0
41847,6b,REDFOX,KY,37.21,-82.94,-5 to 0
42451,6b,REED,KY,37.87,-87.37,-5 to 0
41559,6b,REGINA,KY,37.35,-82.37,-5 to 0
42638,6a,REVELO,KY,36.67,-84.47,-10 to -5
42368,6b,REYNOLDS STATION,KY,37.69,-86.77,-5 to 0
40161,6b,RHODELIA,KY,38,-86.41,-5 to 0
40475,6b,RICHMOND,KY,37.74,-84.29,-5 to 0
40162,6b,RINEYVILLE,KY,37.75,-85.96,-5 to 0
41254,6b,RIVER,KY,37.86,-82.72,-5 to 0
40979,6b,ROARK,KY,37.02,-83.51,-5 to 0
42452,6b,ROBARDS,KY,37.67,-87.52,-5 to 0
41560,6b,ROBINSON CREEK,KY,37.32,-82.57,-5 to 0
42273,6b,ROCHESTER,KY,37.2,-86.89,-5 to 0
42274,6b,ROCKFIELD,KY,36.9,-86.55,-5 to 0
40759,6b,ROCKHOLDS,KY,36.82,-84.11,-5 to 0
42369,6b,ROCKPORT,KY,37.33,-86.99,-5 to 0
42163,6b,ROCKY HILL,KY,37.06,-86.1,-5 to 0
41365,6b,ROGERS,KY,37.74,-83.63,-5 to 0
42275,6b,ROUNDHILL,KY,37.23,-86.45,-5 to 0
41367,6b,ROWDY,KY,37.41,-83.2,-5 to 0
41848,6b,ROXANA,KY,37.1,-82.94,-5 to 0
41464,6b,ROYALTON,KY,37.67,-83.02,-5 to 0
41168,6b,RUSH,KY,38.29,-82.73,-5 to 0
41169,6b,RUSSELL,KY,38.51,-82.69,-5 to 0
42642,6b,RUSSELL SPRINGS,KY,37.05,-85.07,-5 to 0
42276,6b,RUSSELLVILLE,KY,36.83,-86.89,-5 to 0
42372,6b,SACRAMENTO,KY,37.41,-87.26,-5 to 0
40370,6b,SADIEVILLE,KY,38.39,-84.53,-5 to 0
42453,6b,SAINT CHARLES,KY,37.18,-87.55,-5 to 0
40062,6b,SAINT FRANCIS,KY,37.62,-85.46,-5 to 0
42078,7a,SALEM,KY,37.26,-88.23,0 to 5
40371,6b,SALT LICK,KY,38.11,-83.61,-5 to 0
40372,6b,SALVISA,KY,37.91,-84.86,-5 to 0
41465,6b,SALYERSVILLE,KY,37.74,-83.06,-5 to 0
40481,6a,SANDGAP,KY,37.48,-84.09,-10 to -5
41171,6b,SANDY HOOK,KY,38.09,-83.12,-5 to 0
41759,6b,SASSAFRAS,KY,37.22,-83.05,-5 to 0
40982,6b,SCALF,KY,36.91,-83.7,-5 to 0
42553,6b,SCIENCE HILL,KY,37.17,-84.63,-5 to 0
42164,6b,SCOTTSVILLE,KY,36.74,-86.19,-5 to 0
42455,6b,SEBREE,KY,37.6,-87.52,-5 to 0
42079,7a,SEDALIA,KY,36.56,-88.58,0 to 5
40983,6a,SEXTONS CREEK,KY,37.31,-83.78,-10 to -5
40374,6b,SHARPSBURG,KY,38.2,-83.92,-5 to 0
41562,6b,SHELBIANA,KY,37.42,-82.49,-5 to 0
40065,6a,SHELBYVILLE,KY,38.21,-85.23,-10 to -5
40165,6b,SHEPHERDSVILLE,KY,37.98,-85.71,-5 to 0
41564,6b,SIDNEY,KY,37.62,-82.35,-5 to 0
40763,6b,SILER,KY,36.69,-83.96,-5 to 0
40067,6a,SIMPSONVILLE,KY,38.21,-85.35,-10 to -5
42456,6b,SLAUGHTERS,KY,37.49,-87.5,-5 to 0
41763,6b,SLEMP,KY,37.07,-83.11,-5 to 0
41764,6a,SMILAX,KY,37.13,-83.28,-10 to -5
40068,6b,SMITHFIELD,KY,38.38,-85.25,-5 to 0
42081,6b,SMITHLAND,KY,37.13,-88.4,-5 to 0
42171,6b,SMITHS GROVE,KY,37.05,-86.2,-5 to 0
42501,6b,SOMERSET,KY,37.08,-84.6,-5 to 0
42503,6b,SOMERSET,KY,37.08,-84.6,-5 to 0
42776,6b,SONORA,KY,37.52,-85.89,-5 to 0
41174,6b,SOUTH PORTSMOUTH,KY,38.7,-83.01,-5 to 0
41175,6b,SOUTH SHORE,KY,38.72,-82.96,-5 to 0
42458,6b,SPOTTSVILLE,KY,37.82,-87.42,-5 to 0
40069,6b,SPRINGFIELD,KY,37.68,-85.22,-5 to 0
41256,6b,STAFFORDSVILLE,KY,37.83,-82.84,-5 to 0
40379,6b,STAMPING GROUND,KY,38.27,-84.68,-5 to 0
40484,6b,STANFORD,KY,37.53,-84.66,-5 to 0
40380,6b,STANTON,KY,37.84,-83.85,-5 to 0
41659,6b,STANVILLE,KY,37.58,-82.67,-5 to 0
42647,6b,STEARNS,KY,36.69,-84.47,-5 to 0
41566,6b,STEELE,KY,37.97,-82.18,-5 to 0
40170,6b,STEPHENSPORT,KY,37.91,-86.53,-5 to 0
40868,6b,STINNETT,KY,37.09,-83.39,-5 to 0
40988,6b,STONEY FORK,KY,36.88,-83.52,-5 to 0
41568,6b,STOPOVER,KY,37.52,-82.03,-5 to 0
42649,6a,STRUNK,KY,36.62,-84.43,-10 to -5
42459,6b,STURGIS,KY,37.54,-87.98,-5 to 0
40070,6a,SULPHUR,KY,38.48,-85.26,-10 to -5
42124,6b,BEAUMONT,KY,36.86,-85.63,-5 to 0
42130,6b,EIGHTY EIGHT,KY,36.91,-85.76,-5 to 0
42166,6b,SUMMER SHADE,KY,36.88,-85.7,-5 to 0
42782,6b,SUMMERSVILLE,KY,37.31,-85.61,-5 to 0
42285,6b,SWEEDEN,KY,37.25,-86.28,-5 to 0
42082,7a,SYMSONIA,KY,36.9,-88.51,0 to 5
40071,6b,TAYLORSVILLE,KY,38.03,-85.34,-5 to 0
41660,6b,TEABERRY,KY,37.42,-82.64,-5 to 0
41260,6b,THELMA,KY,37.81,-82.76,-5 to 0
42083,7a,TILINE,KY,37.16,-88.25,0 to 5
41189,6b,TOLLESBORO,KY,38.57,-83.57,-5 to 0
41262,6b,TOMAHAWK,KY,37.87,-82.59,-5 to 0
42151,7a,HESTAND,KY,36.65,-85.61,0 to 5
42167,6b,TOMPKINSVILLE,KY,36.7,-85.69,-5 to 0
41862,6b,TOPMOST,KY,37.36,-82.78,-5 to 0
40870,6b,TOTZ,KY,36.94,-83.11,-5 to 0
41663,6b,TRAM,KY,37.58,-82.63,-5 to 0
42286,6b,TRENTON,KY,36.72,-87.26,-5 to 0
40995,6b,TROSPER,KY,36.78,-83.81,-5 to 0
41263,6b,TUTOR KEY,KY,37.84,-82.76,-5 to 0
40486,6a,TYNER,KY,37.34,-83.9,-10 to -5
41264,6b,ULYSSES,KY,38,-82.71,-5 to 0
42461,6b,UNIONTOWN,KY,37.77,-87.93,-5 to 0
42784,6b,UPTON,KY,37.46,-85.89,-5 to 0
42376,6b,UTICA,KY,37.61,-87.07,-5 to 0
41135,6b,EMERSON,KY,38.38,-83.26,-5 to 0
41179,6b,VANCEBURG,KY,38.59,-83.32,-5 to 0
41385,6b,VANCLEVE,KY,37.62,-83.41,-5 to 0
41265,6b,VAN LEAR,KY,37.76,-82.75,-5 to 0
40383,6b,VERSAILLES,KY,38.05,-84.72,-5 to 0
41772,6b,VEST,KY,37.39,-83,-5 to 0
41760,6b,SCUDDY,KY,37.21,-83.09,-5 to 0
41773,6b,VICCO,KY,37.21,-83.06,-5 to 0
41386,6a,VINCENT,KY,37.46,-83.77,-10 to -5
40175,6b,VINE GROVE,KY,37.81,-85.97,-5 to 0
41572,6b,VIRGIE,KY,37.33,-82.57,-5 to 0
40385,6b,WACO,KY,37.73,-84.15,-5 to 0
40076,6b,WADDY,KY,38.13,-85.06,-5 to 0
40873,6b,WALLINS CREEK,KY,36.82,-83.41,-5 to 0
40874,6b,WARBRANCH,KY,36.97,-83.44,-5 to 0
41267,6b,WARFIELD,KY,37.83,-82.42,-5 to 0
42085,7a,WATER VALLEY,KY,36.56,-88.81,0 to 5
42462,6b,WAVERLY,KY,37.7,-87.81,-5 to 0
41666,6b,WAYLAND,KY,37.44,-82.8,-5 to 0
40489,6b,WAYNESBURG,KY,37.33,-84.68,-5 to 0
41180,6b,WEBBVILLE,KY,38.15,-82.79,-5 to 0
40176,6b,WEBSTER,KY,37.88,-86.33,-5 to 0
41667,6b,WEEKSBURY,KY,37.32,-82.71,-5 to 0
40387,6b,WELLINGTON,KY,37.91,-83.5,-5 to 0
41775,6b,WENDOVER,KY,37.12,-83.36,-5 to 0
41421,6b,ELKFORK,KY,37.96,-83.13,-5 to 0
41472,6a,WEST LIBERTY,KY,37.91,-83.26,-10 to -5
42086,7a,WEST PADUCAH,KY,37.11,-88.77,0 to 5
40177,6b,WEST POINT,KY,37.98,-85.95,-5 to 0
40077,6b,WESTPORT,KY,38.48,-85.46,-5 to 0
41669,6b,WHEELWRIGHT,KY,37.33,-82.72,-5 to 0
42788,6b,WHITE MILLS,KY,37.55,-86.03,-5 to 0
42464,6b,WHITE PLAINS,KY,37.18,-87.38,-5 to 0
41833,6b,LINEFORK,KY,37.02,-82.95,-5 to 0
41858,6b,WHITESBURG,KY,37.11,-82.82,-5 to 0
42378,6b,WHITESVILLE,KY,37.68,-86.86,-5 to 0
42653,6a,WHITLEY CITY,KY,36.72,-84.47,-10 to -5
42087,7a,WICKLIFFE,KY,36.96,-89.08,0 to 5
40769,6b,WILLIAMSBURG,KY,36.73,-84.16,-5 to 0
41271,6b,WILLIAMSPORT,KY,37.82,-82.72,-5 to 0
40078,6b,WILLISBURG,KY,37.81,-85.12,-5 to 0
40390,6b,WILMORE,KY,37.86,-84.65,-5 to 0
40391,6b,WINCHESTER,KY,37.99,-84.18,-5 to 0
42565,6b,WINDSOR,KY,37.13,-84.91,-5 to 0
42088,7a,WINGO,KY,36.64,-88.73,0 to 5
41255,6b,SITKA,KY,37.88,-82.84,-5 to 0
41274,6b,WITTENSVILLE,KY,37.86,-82.79,-5 to 0
40771,6b,WOODBINE,KY,36.9,-84.08,-5 to 0
42170,7a,WOODBURN,KY,36.84,-86.52,0 to 5
41776,6b,WOOTON,KY,37.17,-83.3,-5 to 0
41183,6b,WORTHINGTON,KY,38.55,-82.73,-5 to 0
41777,6b,YEADDISS,KY,37.07,-83.21,-5 to 0
42566,6b,YOSEMITE,KY,37.35,-84.83,-5 to 0
41397,6b,ZOE,KY,37.68,-83.68,-5 to 0
38257,7a,SOUTH FULTON,TN,36.49,-88.88,0 to 5
45810,6a,ADA,OH,40.76,-83.82,-10 to -5
43901,6a,ADENA,OH,40.21,-80.87,-10 to -5
44301,6b,AKRON,OH,41.08,-81.52,-5 to 0
44302,6b,AKRON,OH,41.08,-81.52,-5 to 0
44303,6b,AKRON,OH,41.08,-81.52,-5 to 0
44304,6b,AKRON,OH,41.08,-81.52,-5 to 0
44305,6b,AKRON,OH,41.08,-81.52,-5 to 0
44306,6b,AKRON,OH,41.08,-81.52,-5 to 0
44307,6b,AKRON,OH,41.08,-81.52,-5 to 0
44308,6b,AKRON,OH,41.08,-81.52,-5 to 0
44310,6b,AKRON,OH,41.08,-81.52,-5 to 0
44311,6b,AKRON,OH,41.08,-81.52,-5 to 0
44312,6a,AKRON,OH,41.08,-81.52,-10 to -5
44313,6b,AKRON,OH,41.08,-81.52,-5 to 0
44314,6b,AKRON,OH,41.08,-81.52,-5 to 0
44319,6a,AKRON,OH,41.08,-81.52,-10 to -5
44320,6b,AKRON,OH,41.08,-81.52,-5 to 0
44321,6a,AKRON,OH,41.08,-81.52,-10 to -5
44333,6a,AKRON,OH,41.08,-81.52,-10 to -5
45812,6a,ALGER,OH,40.7,-83.84,-10 to -5
43902,6a,ALLEDONIA,OH,39.89,-80.95,-10 to -5
44601,6a,ALLIANCE,OH,40.91,-81.11,-10 to -5
44802,6a,ALVADA,OH,41.04,-83.39,-10 to -5
43501,5b,ALVORDTON,OH,41.66,-84.43,-15 to -10
44001,6a,AMHERST,OH,41.4,-82.23,-10 to -5
43903,6a,AMSTERDAM,OH,40.47,-80.92,-10 to -5
44003,5b,ANDOVER,OH,41.6,-80.56,-15 to -10
45813,6a,ANTWERP,OH,41.18,-84.73,-10 to -5
44606,6a,APPLE CREEK,OH,40.75,-81.84,-10 to -5
44804,6a,ARCADIA,OH,41.11,-83.51,-10 to -5
43502,6a,ARCHBOLD,OH,41.51,-84.3,-10 to -5
45814,6a,ARLINGTON,OH,40.89,-83.65,-10 to -5
45897,6a,WILLIAMSTOWN,OH,40.83,-83.63,-10 to -5
44805,6a,ASHLAND,OH,40.86,-82.31,-10 to -5
44004,6b,ASHTABULA,OH,41.87,-80.79,-5 to 0
44807,6a,ATTICA,OH,41.06,-82.88,-10 to -5
44201,6a,ATWATER,OH,41.03,-81.18,-10 to -5
44202,6a,AURORA,OH,41.31,-81.34,-10 to -5
44010,6a,AUSTINBURG,OH,41.75,-80.85,-10 to -5
44011,6b,AVON,OH,41.45,-82.02,-5 to 0
44012,6b,AVON LAKE,OH,41.49,-82.01,-5 to 0
44203,6a,BARBERTON,OH,41.01,-81.6,-10 to -5
44608,6a,BEACH CITY,OH,40.65,-81.58,-10 to -5
43906,6b,BELLAIRE,OH,40.01,-80.74,-5 to 0
44811,6a,BELLEVUE,OH,41.27,-82.84,-10 to -5
44813,5b,BELLVILLE,OH,40.62,-82.51,-15 to -10
44609,6a,BELOIT,OH,40.92,-81,-10 to -5
44017,6a,BEREA,OH,41.36,-81.86,-10 to -5
43908,6a,BERGHOLZ,OH,40.52,-80.88,-10 to -5
43504,6a,BERKEY,OH,41.71,-83.83,-10 to -5
44401,6a,BERLIN CENTER,OH,41.02,-80.93,-10 to -5
44814,6a,BERLIN HEIGHTS,OH,41.32,-82.49,-10 to -5
44611,6a,BIG PRAIRIE,OH,40.6,-82.06,-10 to -5
44817,6a,BLOOMDALE,OH,41.17,-83.55,-10 to -5
43910,6a,BLOOMINGDALE,OH,40.34,-80.81,-10 to -5
44818,6a,BLOOMVILLE,OH,41.05,-83.01,-10 to -5
45808,6a,BEAVERDAM,OH,40.83,-83.97,-10 to -5
45817,6a,BLUFFTON,OH,40.89,-83.88,-10 to -5
44612,6a,BOLIVAR,OH,40.65,-81.45,-10 to -5
44695,6a,BOWERSTON,OH,40.42,-81.18,-10 to -5
43402,6a,BOWLING GREEN,OH,41.37,-83.64,-10 to -5
43406,6a,BRADNER,OH,41.32,-83.43,-10 to -5
44613,6a,BREWSTER,OH,40.71,-81.6,-10 to -5
43912,6b,BRIDGEPORT,OH,40.06,-80.74,-5 to 0
43913,6b,BRILLIANT,OH,40.26,-80.62,-5 to 0
44402,6a,BRISTOLVILLE,OH,41.38,-80.87,-10 to -5
44403,6a,BROOKFIELD,OH,41.26,-80.57,-10 to -5
44212,6a,BRUNSWICK,OH,41.24,-81.82,-10 to -5
43506,6a,BRYAN,OH,41.47,-84.54,-10 to -5
44820,6a,BUCYRUS,OH,40.8,-82.97,-10 to -5
44214,6a,BURBANK,OH,40.98,-81.99,-10 to -5
44404,6a,BURGHILL,OH,41.33,-80.54,-10 to -5
43407,6a,BURGOON,OH,41.26,-83.25,-10 to -5
44021,6a,BURTON,OH,41.47,-81.14,-10 to -5
44822,5b,BUTLER,OH,40.58,-82.42,-15 to -10
43907,6a,CADIZ,OH,40.26,-80.99,-10 to -5
44405,6a,CAMPBELL,OH,41.07,-80.59,-10 to -5
44614,6a,CANAL FULTON,OH,40.89,-81.58,-10 to -5
44406,5b,CANFIELD,OH,41.02,-80.76,-15 to -10
44702,6a,CANTON,OH,40.81,-81.37,-10 to -5
44703,6a,CANTON,OH,40.81,-81.37,-10 to -5
44704,6a,CANTON,OH,40.81,-81.37,-10 to -5
44705,6a,CANTON,OH,40.81,-81.37,-10 to -5
44706,6a,CANTON,OH,40.81,-81.37,-10 to -5
44707,6a,CANTON,OH,40.81,-81.37,-10 to -5
44708,6a,CANTON,OH,40.81,-81.37,-10 to -5
44709,6a,CANTON,OH,40.81,-81.37,-10 to -5
44710,6a,CANTON,OH,40.81,-81.37,-10 to -5
44714,6a,CANTON,OH,40.81,-81.37,-10 to -5
44718,6a,CANTON,OH,40.81,-81.37,-10 to -5
44720,6a,NORTH CANTON,OH,40.81,-81.37,-10 to -5
44721,6a,CANTON,OH,40.81,-81.37,-10 to -5
44730,6a,EAST CANTON,OH,40.81,-81.37,-10 to -5
44615,6a,CARROLLTON,OH,40.57,-81.09,-10 to -5
44824,6a,CASTALIA,OH,41.4,-82.8,-10 to -5
45821,6a,CECIL,OH,41.21,-84.6,-10 to -5
45822,6a,CELINA,OH,40.55,-84.57,-10 to -5
44022,6a,CHAGRIN FALLS,OH,41.43,-81.38,-10 to -5
44023,6a,CHAGRIN FALLS,OH,41.43,-81.38,-10 to -5
44024,5b,CHARDON,OH,41.57,-81.2,-15 to -10
44026,6a,CHESTERLAND,OH,41.52,-81.34,-10 to -5
44215,6a,CHIPPEWA LAKE,OH,41.06,-81.92,-10 to -5
43915,6a,CLARINGTON,OH,39.77,-80.86,-10 to -5
44102,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44103,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44104,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44105,6a,CLEVELAND,OH,41.47,-81.67,-10 to -5
44106,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44107,6b,LAKEWOOD,OH,41.48,-81.8,-5 to 0
44108,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44109,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44110,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44111,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44112,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44113,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44114,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
44115,6b,CLEVELAND,OH,41.47,-81.67,-5 to 0
